x,y,rho,u,v,p
0.000225,0.0002258883249,1.784457383,108.9845504,-0.1919359332,160220.9361
0.000675,0.0002258883249,1.784337894,109.0082991,-0.19201977,160205.9161
0.001125,0.0002258883249,1.78425639,109.0245259,-0.192214275,160195.6709
0.001575,0.0002258883249,1.78417517,109.0407148,-0.1925282619,160185.4614
0.002025,0.0002258883249,1.784094157,109.0568825,-0.1929537051,160175.2781
0.002475,0.0002258883249,1.784013298,109.0730396,-0.1934771398,160165.1145
0.002925,0.0002258883249,1.783932558,109.0891949,-0.1940870907,160154.9656
0.003375,0.0002258883249,1.783851894,109.1053561,-0.1947733855,160144.8264
0.003825,0.0002258883249,1.783771266,109.1215303,-0.1955241517,160134.6927
0.004275,0.0002258883249,1.783690649,109.1377238,-0.1963257617,160124.56
0.004725,0.0002258883249,1.783610015,109.153942,-0.1971627804,160114.4253
0.005175,0.0002258883249,1.783529341,109.1701905,-0.1980208882,160104.2859
0.005625,0.0002258883249,1.783448585,109.1864784,-0.198891414,160094.1365
0.006075,0.0002258883249,1.783367674,109.2028217,-0.1997758157,160083.9676
0.006525,0.0002258883249,1.783286705,109.2191957,-0.20068715,160073.7914
0.006975,0.0002258883249,1.783206006,109.2355473,-0.2016453085,160063.6493
0.007425,0.0002258883249,1.783125622,109.2518592,-0.2026673344,160053.5473
0.007875,0.0002258883249,1.783045564,109.2681308,-0.2037638322,160043.4864
0.008325,0.0002258883249,1.782965802,109.284368,-0.2049367078,160033.4625
0.008775,0.0002258883249,1.782886287,109.3005811,-0.206180776,160023.4697
0.009225,0.0002258883249,1.782806968,109.3167829,-0.2074884611,160013.5021
0.009675,0.0002258883249,1.78272777,109.3329885,-0.2088516211,160003.55
0.010125,0.0002258883249,1.782648622,109.3492117,-0.2102649283,159993.6037
0.010575,0.0002258883249,1.782569464,109.3654624,-0.211729234,159983.6565
0.011025,0.0002258883249,1.782490233,109.3817524,-0.2132492079,159973.7004
0.011475,0.0002258883249,1.782410804,109.398106,-0.2148297766,159963.72
0.011925,0.0002258883249,1.782331003,109.414558,-0.2164724199,159953.6933
0.012375,0.0002258883249,1.782250629,109.4311489,-0.2181745988,159943.5941
0.012825,0.0002258883249,1.782169465,109.4479213,-0.2199317072,159933.3955
0.013275,0.0002258883249,1.782087277,109.4649204,-0.2217407254,159923.0682
0.013725,0.0002258883249,1.78200382,109.4821941,-0.2236034642,159912.582
0.014175,0.0002258883249,1.781918872,109.4997861,-0.2255290337,159901.9092
0.014625,0.0002258883249,1.781832252,109.5177331,-0.2275343589,159891.0267
0.015075,0.0002258883249,1.781743819,109.5360646,-0.2296429963,159879.9162
0.015525,0.0002258883249,1.781653443,109.5548088,-0.2318832339,159868.5612
0.015975,0.0002258883249,1.781560968,109.5739998,-0.2342857614,159856.9422
0.016425,0.0002258883249,1.781467928,109.5933297,-0.2368908369,159845.2526
0.016875,0.0002258883249,1.781376428,109.6123985,-0.2397389072,159833.7571
0.017325,0.0002258883249,1.781286617,109.6311589,-0.2428665943,159822.4744
0.017775,0.0002258883249,1.781198531,109.6496098,-0.246310632,159811.4084
0.018225,0.0002258883249,1.781112088,109.6677688,-0.2501029385,159800.5479
0.018675,0.0002258883249,1.781027099,109.6856678,-0.2542631647,159789.8694
0.019125,0.0002258883249,1.780943327,109.7033549,-0.258795638,159779.3439
0.019575,0.0002258883249,1.780860491,109.7208832,-0.263684772,159768.9365
0.020025,0.0002258883249,1.780778318,109.7383073,-0.2688954437,159758.6129
0.020475,0.0002258883249,1.780696551,109.7556732,-0.274368134,159748.3399
0.020925,0.0002258883249,1.780615007,109.7730205,-0.2800285523,159738.0943
0.021375,0.0002258883249,1.780533522,109.7903801,-0.285700522,159727.8562
0.021825,0.0002258883249,1.780451968,109.8077715,-0.2912147546,159717.6098
